Time,Distance,RPM
58.000,2.480,5210.399902
58.100,2.485,5223.200195
58.200,2.490,5246.200195
58.300,2.494,5272.000000
58.400,2.499,5297.200195
58.500,2.503,5312.799805
58.600,2.508,5356.799805
58.700,2.513,5394.799805
58.800,2.517,5391.399902
58.900,2.522,5432.600098
59.000,2.527,5461.600098
59.100,2.531,5493.200195
59.200,2.536,5506.200195
59.300,2.541,5532.399902
59.400,2.546,5573.200195
59.500,2.551,5603.799805
59.600,2.556,5625.600098
59.700,2.561,5661.200195
59.800,2.566,5704.799805
59.900,2.571,5711.799805
60.000,2.576,5579.600098
60.100,2.581,5481.000000
60.200,2.586,5448.799805
60.300,2.591,5130.799805
60.400,2.596,5042.799805
60.500,2.601,4913.399902
60.600,2.606,4869.200195
60.700,2.611,5047.000000
60.800,2.616,5022.200195
60.900,2.620,4783.600098
61.000,2.625,4854.799805
61.100,2.630,4930.600098
61.200,2.634,4787.000000
61.300,2.638,4577.399902
61.400,2.643,4869.200195
61.500,2.647,5475.000000
61.600,2.651,5601.399902
61.700,2.654,5520.600098
61.800,2.658,5402.000000
61.900,2.662,5379.799805
62.000,2.665,5351.799805
62.100,2.669,5272.700195
62.200,2.672,5077.919922
62.300,2.675,4823.129883
62.400,2.678,4668.609863
62.500,2.681,4625.689941
62.600,2.684,4746.620117
62.700,2.687,4865.439941
62.800,2.690,4734.680176
62.900,2.693,4665.910156
63.000,2.696,4664.020020
63.100,2.698,4590.120117
63.200,2.701,4544.669922
63.300,2.704,4515.680176
63.400,2.706,4506.319824
63.500,2.709,4589.069824
63.600,2.711,4658.259766
63.700,2.714,4594.649902
63.800,2.716,4551.490234
63.900,2.718,4611.379883
64.000,2.721,4620.359863
64.100,2.723,4631.120117
64.200,2.725,4659.430176
64.300,2.728,4676.689941
64.400,2.730,4705.370117
64.500,2.733,4731.209961
64.600,2.735,4757.720215
64.700,2.737,4803.799805
64.800,2.740,4812.500000
64.900,2.742,4856.350098
65.000,2.745,4877.000000
65.100,2.747,4906.520020
65.200,2.750,4975.240234
65.300,2.752,5026.120117
65.400,2.755,5081.490234
65.500,2.757,5138.509766
65.600,2.760,5187.640137
65.700,2.762,5244.080078
65.800,2.765,5288.660156
65.900,2.767,5372.839844
66.000,2.770,5405.040039
66.100,2.773,5483.890137
66.200,2.775,5568.200195
66.300,2.778,5628.299805
66.400,2.781,5742.459961
66.500,2.784,5857.560059
66.600,2.787,5964.220215
66.700,2.790,6063.200195
66.800,2.793,6143.799805
66.900,2.796,6187.580078
67.000,2.799,6237.000000
67.100,2.802,6241.640137
67.200,2.805,6268.060059
67.300,2.808,6018.779785
67.400,2.811,5383.180176
67.500,2.814,4858.859863
67.600,2.818,4570.279785
67.700,2.821,4709.779785
67.800,2.824,4719.200195
67.900,2.828,4751.459961
68.000,2.831,4862.339844
68.100,2.834,4900.740234
68.200,2.838,4856.520020
68.300,2.841,4966.720215
68.400,2.845,5013.839844
68.500,2.848,5017.919922
68.600,2.852,5099.379883
68.700,2.855,5141.339844
68.800,2.859,5178.819824
68.900,2.862,5238.919922
69.000,2.866,5269.939941
69.100,2.870,5339.979980
69.200,2.873,5369.060059
69.300,2.877,5422.979980
69.400,2.881,5465.520020
69.500,2.885,5510.160156
69.600,2.889,5586.319824
69.700,2.892,5613.000000
69.800,2.896,5644.500000
69.900,2.900,5702.700195
70.000,2.904,5731.819824
70.100,2.908,5776.759766
70.200,2.912,5834.600098
70.300,2.916,5873.419922
70.400,2.921,5912.660156
70.500,2.925,5960.859863
70.600,2.929,6015.879883
70.700,2.933,5998.339844
70.800,2.937,5877.859863
70.900,2.942,5743.930176
71.000,2.946,5677.729980
71.100,2.950,5572.819824
71.200,2.955,5399.950195
71.300,2.959,5235.899902
71.400,2.963,5087.640137
71.500,2.967,4913.040039
71.600,2.972,4872.000000
71.700,2.976,4844.049805
71.800,2.980,4745.509766
71.900,2.983,4621.000000
72.000,2.987,4591.089844
72.100,2.991,4588.299805
72.200,2.994,4500.020020
72.300,2.998,4408.430176
72.400,3.001,4301.259766
72.500,3.005,4252.060059
72.600,3.008,4249.770020
72.700,3.011,4218.009766
72.800,3.015,4194.910156
72.900,3.018,4109.549805
73.000,3.021,3991.540039
73.100,3.024,3942.209961
73.200,3.027,3978.889893
73.300,3.030,3977.810059
73.400,3.033,3948.679932
73.500,3.036,3919.520020
73.600,3.039,3956.620117
73.700,3.042,4027.409912
73.800,3.045,4023.010010
73.900,3.048,4038.610107
74.000,3.051,4100.439941
74.100,3.054,4103.950195
74.200,3.057,4025.280029
74.300,3.060,4054.820068
74.400,3.062,4104.740234
74.500,3.065,4122.740234
74.600,3.068,4158.370117
74.700,3.071,4245.319824
74.800,3.074,4297.509766
74.900,3.077,4302.479980
75.000,3.080,4322.399902
75.100,3.083,4351.919922
75.200,3.086,4415.799805
75.300,3.089,4411.240234
75.400,3.092,4409.000000
75.500,3.095,4392.720215
75.600,3.098,4452.520020
75.700,3.101,4528.160156
75.800,3.104,4482.560059
75.900,3.108,4447.759766
76.000,3.111,4462.919922
76.100,3.114,4534.359863
76.200,3.117,4559.000000
76.300,3.120,4584.959961
76.400,3.123,4618.000000
76.500,3.126,4662.879883
76.600,3.129,4775.879883
76.700,3.132,4842.600098
76.800,3.135,4811.040039
76.900,3.139,4893.279785
77.000,3.142,5007.000000
77.100,3.145,4935.520020
77.200,3.148,4994.359863
77.300,3.152,5092.799805
77.400,3.155,5019.319824
77.500,3.159,5000.200195
77.600,3.162,5071.839844
77.700,3.165,5093.680176
77.800,3.169,5135.200195
77.900,3.173,5200.520020
78.000,3.176,5203.319824
78.100,3.180,5237.040039
78.200,3.183,5302.680176
78.300,3.187,5364.919922
78.400,3.191,5436.160156
78.500,3.195,5483.200195
78.600,3.198,5480.520020
78.700,3.202,5538.439941
78.800,3.206,5603.600098
78.900,3.210,5632.359863
79.000,3.214,5690.399902
79.100,3.218,5769.200195
79.200,3.222,5746.549805
79.300,3.226,5833.850098
79.400,3.230,5874.000000
79.500,3.234,5890.649902
79.600,3.238,5931.250000
79.700,3.243,5969.500000
79.800,3.247,6010.299805
79.900,3.251,6047.200195
80.000,3.255,6073.549805
80.100,3.260,6116.600098
80.200,3.264,6135.799805
80.300,3.268,6171.100098
80.400,3.273,6228.600098
80.500,3.277,6074.600098
80.600,3.281,5692.899902
80.700,3.286,5324.850098
80.800,3.290,5161.399902
80.900,3.295,5137.399902
81.000,3.299,5112.600098
81.100,3.304,5153.649902
81.200,3.308,5185.000000
81.300,3.313,5205.700195
81.400,3.317,5236.399902
81.500,3.322,5248.399902
81.600,3.326,5268.049805
81.700,3.331,5208.850098
81.800,3.336,5082.350098
81.900,3.340,4959.899902
82.000,3.345,4736.000000
82.100,3.350,4793.049805
82.200,3.354,4945.700195
82.300,3.359,4907.450195
82.400,3.363,5003.600098
82.500,3.368,4934.700195
82.600,3.372,4883.700195
82.700,3.377,5510.000000
82.800,3.381,6323.250000
82.900,3.385,6318.850098
83.000,3.389,6201.600098
83.100,3.393,6151.149902
83.200,3.397,6027.750000
83.300,3.401,5879.200195
83.400,3.404,5669.000000
83.500,3.408,5444.279785
83.600,3.411,5382.979980
83.700,3.414,5273.299805
83.800,3.417,5144.540039
83.900,3.421,5027.759766
84.000,3.424,5007.180176
84.100,3.427,5063.220215
84.200,3.429,4990.919922
84.300,3.432,4924.520020
84.400,3.435,4884.359863
84.500,3.438,4846.540039
84.600,3.440,4756.580078
84.700,3.443,4719.600098
84.800,3.446,4679.919922
84.900,3.448,4606.299805
85.000,3.451,4561.299805
85.100,3.453,4582.540039
85.200,3.456,4672.339844
85.300,3.458,4697.979980
85.400,3.461,4660.979980
85.500,3.463,4677.339844
85.600,3.466,4673.080078
85.700,3.468,4609.720215
85.800,3.470,4614.259766
85.900,3.473,4616.740234
86.000,3.475,4644.160156
86.100,3.478,4709.339844
86.200,3.480,4740.180176
86.300,3.483,4782.839844
86.400,3.485,4776.120117
86.500,3.487,4743.200195
86.600,3.490,4792.180176
86.700,3.492,4791.919922
86.800,3.495,4767.979980
86.900,3.497,4836.500000
87.000,3.500,4858.600098
87.100,3.502,4886.220215
87.200,3.504,4961.020020
87.300,3.507,4963.979980
87.400,3.509,5047.040039
87.500,3.512,5121.540039
87.600,3.515,5054.580078
87.700,3.517,5055.509766
87.800,3.520,5093.680176
87.900,3.522,5146.140137
88.000,3.525,5168.189941
88.100,3.527,5233.080078
88.200,3.530,5322.819824
88.300,3.533,5369.709961
88.400,3.535,5497.959961
88.500,3.538,5546.580078
88.600,3.541,5560.220215
88.700,3.544,5722.410156
88.800,3.546,5786.290039
88.900,3.549,5720.549805
89.000,3.552,5793.180176
89.100,3.555,5854.640137
89.200,3.558,5891.660156
89.300,3.561,5986.000000
89.400,3.564,5791.890137
89.500,3.567,5369.020020
89.600,3.570,4800.129883
89.700,3.573,4435.390137
89.800,3.576,4447.009766
89.900,3.579,4494.870117
90.000,3.582,4608.350098
90.100,3.585,4646.609863
90.200,3.588,4652.850098
90.300,3.592,4690.930176
90.400,3.595,4725.910156
90.500,3.598,4800.060059
90.600,3.601,4814.870117
90.700,3.604,4800.729980
90.800,3.608,4839.049805
90.900,3.611,4953.220215
91.000,3.614,4978.529785
91.100,3.618,4961.299805
91.200,3.621,5106.180176
91.300,3.625,5098.660156
91.400,3.628,5075.359863
91.500,3.632,5198.140137
91.600,3.635,5242.640137
91.700,3.639,5259.919922
91.800,3.643,5361.140137
91.900,3.646,5373.790039
92.000,3.650,5392.279785
92.100,3.654,5467.720215
92.200,3.658,5464.520020
92.300,3.662,5348.680176
92.400,3.666,5277.520020
92.500,3.670,5220.399902
92.600,3.673,5021.160156
92.700,3.677,4731.959961
92.800,3.681,4392.640137
92.900,3.685,4094.199951
93.000,3.689,4047.360107
93.100,3.693,4161.160156
93.200,3.696,4300.160156
93.300,3.700,4407.240234
93.400,3.703,4392.839844
93.500,3.707,4341.759766
93.600,3.710,4195.200195
93.700,3.714,4015.439941
93.800,3.717,3912.120117
93.900,3.720,3819.159912
94.000,3.723,3714.479980
94.100,3.726,3727.360107
94.200,3.730,3744.120117
94.300,3.733,3631.919922
94.400,3.736,3580.959961
94.500,3.738,3694.879883
94.600,3.741,3737.639893
94.700,3.744,3679.120117
94.800,3.747,3710.080078
94.900,3.750,3762.840088
95.000,3.753,3778.560059
95.100,3.755,3771.239990
95.200,3.758,3769.320068
95.300,3.761,3779.760010
95.400,3.763,3788.879883
95.500,3.766,3818.879883
95.600,3.769,3866.239990
95.700,3.771,3911.439941
95.800,3.774,3953.399902
95.900,3.777,3991.560059
96.000,3.780,4036.159912
96.100,3.782,4056.080078
96.200,3.785,4052.560059
96.300,3.788,4057.860107
96.400,3.791,4087.540039
96.500,3.794,4156.569824
96.600,3.796,4245.160156
96.700,3.799,4309.560059
96.800,3.802,4335.919922
96.900,3.805,4355.680176
97.000,3.808,4388.169922
97.100,3.811,4417.250000
97.200,3.814,4446.660156
97.300,3.817,4453.709961
97.400,3.820,4363.129883
97.500,3.824,4311.359863
97.600,3.827,4338.120117
97.700,3.830,4361.890137
97.800,3.833,4405.250000
97.900,3.836,4440.540039
98.000,3.839,4474.290039
98.100,3.842,4514.890137
98.200,3.845,4559.229980
